,factors,num_factors,cv_score,cv_score_std
1390,"['lattice_constant_sc', 'c44_sc', 'unstable_stack_energy_fcc']",3,-0.3267084403630976,0.05312497627721343
2930,"['c11_sc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3267623369492915,0.04260133052007242
1632,"['bulk_modulus_bcc', 'c12_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3267996776532256,0.04861302209935192
1143,"['lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'unstable_twinning_energy_fcc']",3,-0.3268383951665591,0.06632596834873764
2355,"['c11_bcc', 'c11_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3270478696698471,0.04439069544188852
951,"['lattice_constant_fcc', 'c11_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3270536394884286,0.08879514944936266
2740,"['c11_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3270834160989866,0.08520851681257899
2454,"['c11_bcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3270866555495712,0.0539056307583177
1045,"['lattice_constant_fcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.32715730770818974,0.09025234679466175
3909,"['surface_energy_100_fcc', 'unstable_twinning_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.32715933465410474,0.07068890627230115
1124,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3272287809218623,0.052599377296486685
3154,"['c12_fcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.3272373550591285,0.10105403905729836
3114,"['c12_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3272782316955522,0.05453142956914762
1485,"['lattice_constant_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.3272819002930103,0.05333931634073886
3237,"['c12_fcc', 'intr_stack_fault_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.32729884886168426,0.06068358995213839
3503,"['c44_bcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.3273028617930091,0.05760121259174222
